ID,tod,tot,level,vo2_L,vo2_mlkgmin,vco2_L,rq,ve_stpd,ve_btps,vt_L,rr,pef,veo2,veco2,Ti_sec,Te_sec,Ttot_sec,Ti_Ttot,vt_Ti,speed,grade,hr,o2pulse,peto2,petco2,fio2,feo2,fico2,feco2,tod_1,tod_2,tod_3,epoch
20,12:42:10,0.900:00:00,E,0.944,12.1,0.905,0.96,20.9,25,1.23,20,1.01,26,28,1.22,1.68,2.95,41,1.01,0,0,116,8.1,110.1,39.8,20.95,16.47,0.09,4.42, , , ,0
20,12:42:15,1.000:00:05,E,0.407,5.2,0.495,1.22,11.2,13.4,1.058,13,0.78,33,27,1.96,2.36,4.74,41,0.54,0,2,112,3.6,110.8,40.6,20.93,17.13,0.12,4.54,5,5,0.5,0
20,12:42:17,1.100:00:07,E,1.327,17,1.202,0.91,28.6,34.2,1.536,22,1.19,26,28,0.99,1.7,2.7,37,1.55,0.5,2,112,11.9,112.3,38.9,20.91,16.36,0.12,4.33,2,7,0.7,0
20,12:42:20,1.100:00:10,E,0.95,12.1,1.038,1.09,24.9,29.8,1.293,23,1.35,31,29,1.14,1.46,2.6,44,1.14,0.5,2,112,8.5,115.2,37.9,20.94,17.05,0.09,4.25,3,10,1,1
20,12:42:24,1.200:00:14,E,0.65,8.3,0.791,1.22,17.5,21,1.474,14,1.15,32,27,1.42,2.7,4.22,34,1.04,3,2,115,5.6,109.4,43,20.93,17.06,0.08,4.59,4,14,1.4,1
20,12:42:26,1.200:00:17,E,0.839,10.7,0.897,1.07,23.4,28,1.033,27,1.53,33,31,1,1.22,2.22,45,1.03,3,2,118,7.1,117.3,36.7,20.93,17.29,0.03,3.87,3,17,1.7,1
20,12:42:30,1.300:00:20,E,0.709,9.1,0.749,1.06,17.2,20.6,1.029,20,1.08,29,27,1.07,1.91,3,36,0.96,3,2,118,6,111.6,41.7,20.93,16.76,0.08,4.44,3,20,2,2
20,12:42:32,1.300:00:22,E,1.42,18.2,1.384,0.98,33,39.5,1.475,27,2,28,29,0.83,1.41,2.24,37,1.77,3,2,120,11.8,114.3,39.3,20.93,16.65,0.1,4.29,2,22,2.2,2
20,12:42:35,1.400:00:25,E,0.82,10.5,0.961,1.17,22.3,26.7,1.26,21,1.48,33,28,1.34,1.47,2.83,47,0.94,3,2,120,6.8,115.8,38.7,20.92,17.11,0.1,4.41,3,25,2.5,2
20,12:42:38,1.400:00:28,E,1.127,14.4,1.292,1.15,30,36,1.434,25,2.18,32,28,0.95,1.44,2.39,40,1.51,3.1,2,122,9.2,115.3,39.1,20.93,17.06,0.08,4.38,3,28,2.8,2
20,12:42:39,1.400:00:30,E,0.826,10.6,0.983,1.19,23.2,27.7,1.405,20,1.8,34,28,1.49,1.54,3.04,49,0.94,3.1,2,127,6.5,116.2,38.7,20.93,17.22,0.09,4.33,2,30,3,2
20,12:42:44,1.500:00:35,E,0.807,10.3,0.996,1.23,23.5,28.1,1.807,16,1.99,35,28,1.69,2.16,3.86,44,1.07,3.1,2,127,6.4,117,38.5,20.93,17.33,0.07,4.31,5,35,3.5,3
20,12:42:48,1.600:00:38,E,1.205,15.4,1.475,1.22,37.5,44.8,2.69,17,2.46,37,30,1.63,1.96,3.6,45,1.65,3.1,2,130,9.3,120.8,35.6,20.92,17.56,0.09,4.02,3,38,3.8,3
20,12:42:51,1.600:00:41,E,0.912,11.7,1.069,1.17,25.1,30.1,1.568,19,1.4,33,28,1.22,1.91,3.13,39,1.29,3.2,2,131,7,115.2,39.3,20.92,17.16,0.09,4.34,3,41,4.1,4
20,12:42:53,1.600:00:43,E,1.122,14.3,1.212,1.08,28.9,34.6,1.264,27,1.89,31,29,0.98,1.22,2.19,45,1.3,3.2,2,131,8.6,114.2,38.7,20.93,16.98,0.09,4.28,2,43,4.3,4
20,12:42:56,1.700:00:47,E,0.927,11.9,1.069,1.15,26.4,31.6,2.117,15,2.92,34,30,1.54,2.48,4.02,38,1.37,3.2,2,131,7.1,110.8,40.5,20.94,17.31,0,4.05,4,47,4.7,4
20,12:42:58,1.800:00:49,E,1.337,17.1,1.33,0.99,31.8,38,1.349,28,1.9,28,29,0.94,1.18,2.13,44,1.43,3.2,2,131,10.2,112.1,38.2,20.92,16.72,0.06,4.25,2,49,4.9,4
20,12:43:01,1.800:00:51,E,0.982,12.6,1.025,1.04,26.2,31.4,1.087,29,1.71,32,31,1.08,1,2.08,52,1.01,3.2,2,133,7.4,116,35.4,20.94,17.16,0.06,3.97,2,51,5.1,5
20,12:43:03,1.800:00:53,E,1.275,16.3,1.308,1.03,32.4,38.8,1.028,38,2.48,30,30,0.86,0.73,1.59,54,1.19,3.2,2,133,9.6,116.8,34.5,20.93,16.97,0.09,4.13,2,53,5.3,5
20,12:43:04,1.900:00:55,E,0.907,11.6,0.816,0.9,23.9,28.6,0.691,41,1.43,32,35,0.63,0.82,1.45,44,1.09,3.2,2,133,6.8,113.8,36.6,20.91,17.2,0.13,3.54,2,55,5.5,5
20,12:43:06,1.900:00:56,E,1.41,18,1.429,1.01,33.8,40.4,1.266,32,1.95,29,28,0.86,1,1.88,46,1.47,3.2,2.5,133,10.6,113.2,37,20.93,16.74,0,4.23,1,56,5.6,5
20,12:43:09,1.900:00:59,E,0.527,6.7,0.643,1.22,15.6,18.7,0.759,25,0.94,36,29,1.01,1.31,2.43,41,0.75,3.2,2.5,133,4,108.4,39.7,20.92,17.39,0.1,4.21,3,59,5.9,5
20,12:43:12,2.000:01:02,E,0.925,11.8,0.827,0.89,18.3,22,1.016,22,1.11,24,27,0.87,1.84,2.78,31,1.16,3.3,2.5,127,7.3,102.7,42.5,20.93,16,0,4.51,3,62,6.2,6
20,12:43:14,2.000:01:04,E,1.875,24,1.657,0.88,42.2,50.5,2.369,21,2.43,27,30,1.17,1.65,2.82,41,2.03,3.3,2.5,127,14.8,111.5,36.4,20.9,16.56,0.09,4.02,2,64,6.4,6
20,12:43:17,2.100:01:08,E,0.92,11.8,0.83,0.9,18.5,22.2,1.368,16,1.82,24,27,1.74,1.96,3.7,47,0.79,3.3,2.5,123,7.5,102.4,41.9,20.92,16.06,0.12,4.59,4,68,6.8,6
20,12:43:19,2.100:01:10,E,1.675,21.4,1.274,0.76,28,33.5,1.419,24,2.92,20,26,1.1,1.44,2.54,43,1.29,3.3,2.5,123,13.6,104.3,39.8,20.92,15.23,0.06,4.61,2,70,7,6
